REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
3117,45,29351677,1097711000100,3117,044583373,6/1/2010,"АКБ ""Легион"" (ЗАО)","127006,  г. Москва, ул. Краснопролетарская, д.7",Зам.Председателя Правления,Брусенцев Виктор Викторович,Главный бухгалтер,Черноверхская Татьяна Юрьевна,Начальник Управления сводной отчетности и МСФО,Космачева С.Б.,781 00 00,28
3119,65,36412623,1026600000844,3119,046577928,6/1/2010,"ОАО ""Уралфинпромбанк""","620014, г. Екатеринбург, ул. Юмашева, д.7",Президент,Жарков С.Е.,Главный бухгалтер,Капралова Н.Л.,Начальник отдела анализа и отчетности,Попова В.А.,253-17-92,23
3122,45,40102868,1027739495794,3122,044583919,6/1/2010,"АКБ ""Ресурс-траст"" (ЗАО)","105066,  г. Москва, ул. Спартаковская, д. 4, стр. 1",Председатель Правления,Зуев С.Г.,Главный бухгалтер,Захарченко Н.Ф.,Главный специалист,Машина О.В.,8(499)265-75-72,19
3123,45,29351758,1077711000036,3123,044583328,6/1/2010,"КБ ""РМБ"" ЗАО","119034,  г. Москва, ул. Пречистенка, д.36, стр.1",Зам. Председателя Правления,Пожиткова Марина Геннадьевна,Зам. Главного бухгалтера,Пяткова Марина Владимировна,Зам. начальника отдела отчетности,Заикина Анна Сергеевна,797-81-77 (247),19
3124,45,29308428,1027739198200,3124,044579158,6/1/2010,"КБ ""НС Банк"" (ЗАО)","109004, г. Москва, ул. Добровольческая, д. 20, стр. 2",Первый Заместитель Председателя Правления,Куртасова Н.Е.,И.О. Главного бухгалтера,Гарзанова М.Г.,Нач. отдела,Гришина О.М.,(495) 276-11-01. 276-11-05 (доб.1063),29
3136,60,34111455,1026100002565,3136,046013946,6/1/2010,"ОАО ""Таганрогбанк""","347900, Ростовская область, г.Таганрог, ул. Греческая, 71",Председатель правления,Руденко Татьяна Андреевна,Главный бухгалтер,Плеханова Надежда Вячеславовна,Начальник отдела экономического анализа и планирования,Егоров Алексей Николаевич,8(8634)310975,19
3137,45,40198845,1027739326757,3137,044585777,6/1/2010,"АКБ ""РОСЕВРОБАНК"" (ОАО)","119991, г. Москва, ул. Вавилова, д. 24",Заместитель Председателя Правления Банка,Лютер Я. А.,Главный бухгалтер,Камоян Н. В.,Начальник отдела отчетности,Баранова О.В.,938-30-89 (3286),31
3139,45,29318579,1027739515781,3139,044552296,6/1/2010,"АКБ ""Новый Кредитный Союз"" (ЗАО)","107140,  г. Москва, ул. Русаковская, д. 4",Первый Заместитель Председателя Правления,Егорова Татьяна Васильевна,Главный бухгалтер,Перфилова Наталья Викторовна,Начальник отдела анализа и управления рисками,Агафонова Наталья Александровна,933-54-89,19
3154,45,29315003,1027700570523,3154,044579171,6/1/2010,"АКБ ""АЗИМУТ"" (ОАО)","125190,  г. Москва, Ленинградский проспект, д.80/2, корп.5а",Зам.председателя Правления,Ракшин Р.Е.,Главный бухгалтер,Жеманова Н.А.,Зам.главного бухгалтера,Горбатко Е.В.,8-499-158-7436,19
3163,45,29314653,1027739253794,3163,044579361,6/1/2010,"КБ ""МФБанк"" ООО","115280, г. Москва, ул. Мастеркова, д. 4",Председатель Правления,Усольцев Александр Евгеньевич,Главный Бухгалтер,Хактынова Марина Очировна,Начальник отдела учета и отчетности,Цаплин Алексей Анатольевич,785-08-28,19
3171,45,29351915,1027739326911,3171,044585775,6/1/2010,"КБ ""МЕЖРЕГИОНАЛЬНЫЙ ПОЧТОВЫЙ БАНК"" ООО","105066,  г. Москва, ул. Старая Басманная, дом 22",Вице-президент,Акулова Н.Ю.,Зам.главного бухгалтера,Волошина Е.О.,зам.главного бух.-нач.отд.отчетности,Волошина Е.О.,499-267-72-27,23
3174,45,29323250,1027739542258,3174,044583330,6/1/2010,"ООО КБ ""Транспортный""","107061,  г. Москва, ул.Большая Черкизовская, д.5, корп.8",Вице-президент,Максудова М.И.,Главный бухгалтер,Голикова О.В.,Заместитель начальника отдела сводной отчетности,Попова Э.А.,747-93-07,23
3175,45,40199908,1027739339715,3175,044583349,6/1/2010,"ЗАО КБ ""ИС Банк""","125167,  г. Москва, Эльдорадовский пер., д. 7",Заместитель Председателя Правления,Полякова Яна Петровна,Главный бухгалтер,Щеглова Наталья Владимировна,Ведущий специалист отдела сводной отчетности,Чубукова Екатерина Витальевна,613-88-90,19
3176,40,39464738,1027800001570,3176,044030705,6/1/2010,"ОАО ""БАЛТИНВЕСТБАНК""","197101, Санкт-Петербург, ул. Дивенская, дом 1, литера А",Председатель Правления,Кирилловых И.А.,Главный бухгалтер,Моисеенко И.И.,Начальник Отдела пруденциальной отчетности,Юшин Алексей Андреевич,326-14-76,31
3181,45,40107127,1027739409170,3181,044585520,6/1/2010,"ООО КБ ""МНИБ""","111020,  г. Москва, ул. Госпитальный вал, д.16/2",Председатель правления,Белин А.Д.,Главный бухгалтер,Шувалов И.С.,Главный бухгалтер,Шувалов И.С.,742-7733,19
3185,45,29313754,1037739028678,3185,044585265,6/1/2010,"ООО КБ ""Обибанк""","119049,  г. Москва, ул.Донская, д.13, стр.1",Зам. Председателя Правления,Бакина И.Л.,Главный бухгалтер,Фроленкова В.А.,Зам. главного бухгалтера,Родина Н.А.,"933-33-23, 995-09-80",19
3187,45,23396940,1027700117279,3187,044552544,6/1/2010,"КБ ""ЕДИНСТВЕННЫЙ"" (ООО)","119992,  г. Москва, Лужнецкая набережная, дом 8, строение 1",Председатель Правления,Емельянов Д. С.,Зам. Главного бухгалтера,Велицкая Н.В.,Начальник сектора учета и отчетности,Коркина Л. Я.,(495)725-46-25,19
3190,45,29313719,1037739771640,3190,044583228,6/1/2010,"КБ ""Кутузовский"" ООО","121165,  г. Москва, ул.Студенческая, д.44/28",Председатель Правления,Смирнов Евгений Александрович,Главный бухгалтер,Грачева Лилия Алексеевна,Заместитель главного бухгалтера,Рябова Татьяна Александровна,(495)788-07-77,19
3197,46,56843673,1025000006855,3197,044583958,6/1/2010,"МКБ ""ОДИНБАНК"" (ООО)","143000, Московская область, город Одинцово, улица Маршала Жукова, дом 9",Заместитель Председателя Правления,Гридасова Е.В.,Главный бухгалтер,Абрамова И.А.,Ведущий экономист,Нагих А.Е.,585-17-90 (доб.149),24
3200,83,23329205,1020700000089,3200,048327723,6/1/2010,"КБ ""ЕВРОСТАНДАРТ"" (ЗАО)","360017, Кабардино-Балкарская Республика, г. Нальчик, ул. Байсултанова, 10",Председатель  Правления,Шогенов З.А.,Главный бухгалтер,Тхамоков  А.Ю.,Начальник ОПКБР,Бештокова А.Х.,743008,20
3202,18,39320436,1023400000018,3202,041806831,6/1/2010,ОАО НОКССБАНК,"400005, г.ВОЛГОГРАД, ул.7-я Гвардейская,2",Председатель Правления,Синюков В.Д.,Главный бухгалтер,Павлова Т.Г.,ведущий специалист,Кивачицкая О.А.,23-88-22,19
3204,45,29318349,1027739091280,3204,044552120,6/1/2010,"КБ ""РОСПРОМБАНК"" (ООО)","101990,  г. Москва, ул. Мясницкая, дом 35, строение 2",Вице-президент,Мук Н.Д.,Главный бухгалтер,Беляев Д.И.,Начальник отдела,Кудряшова Е.С.,961-22-48,19
3205,45,29320033,1027739327880,3205,044552591,6/1/2010,"ЗАО ""РУССТРОЙБАНК""","109004,  г. Москва, Большой Дровяной переулок, д. 7/9, стр. 1",Заместитель Председателя Правления,Пискунова И.В.,Главный бухгалтер,Семина О.С.,Зам.главного бухгалтера,Костикова О.Ю.,(495)730-00-04 доб.1030,31
3207,45,29317321,1027739295968,3207,044599610,6/1/2010,"ЗАО АКБ ""РУНА-БАНК""","101000, г. Москва, ул. Мясницкая, дом 42/2, строение 2",Председатель Правления,Можаев С.С.,Главный бухгалтер,Кузнецова Е.В.,зам. главного бухгалтера,Виноградов О.В.,223-3440,31
3209,46,34904598,1035000002828,3209,044650274,6/1/2010,"ОАО МКБ ""ДОМ-БАНК""","142005, Московская область, г. Домодедово, ул. Советская, д. 19",Председатель Правления,Бюс Е. И.,Главный бухгалтер,Свилогузова Л.А.,Начальник отдела  экономического анализа и отчетности,Федорова Л.А.,8(279)7-40-49,19
3214,45,29317806,1027700022570,3214,044552821,6/1/2010,"АКБ ""НБВК"" (ЗАО)","127106, г. Москва, ул. Гостиничная, д. 4, кор. 9",Председатель Правления,Бобылева Г.В.,Главный бухгалтер,Дедова Н.И.,Главный специалист,Деева Т.В.,4820783,19
3223,63,34183785,1026400001870,3223,046322801,6/1/2010,"ОАО ""Газнефтьбанк""","410052, г.Саратов, пр-т 50 лет Октября, 118а",Председатель Правления,Ведменский А.А.,Главный бухгалтер,Родионова Г.Ф.,Начальник отдела отчетности,Андреева Т.С.,30-69-93,23
3234,45,40275706,1027739036687,3234,044579330,6/1/2010,"ООО КБ ""Профит Банк""","115093, г.Москва, 1-й Щипковский переулок, д.3, подъезд 4",Председатель Правления,Тимофеев А.Н.,Главный бухгалтер,Борисова Т.А.,Начальник отдела отчетности,Луценко Е.С.,787-09-41,19
3235,40,32838957,1027800000910,3235,044030747,6/1/2010,"ОАО ""СЭБ Банк""","195009, г. Санкт-Петербург, ул. Михайлова, д.11",Председатель Правления,Павлов Ю.Н.,Главный бухгалтер,Гришина И.П.,Исполнитель,Дубовец Г.Л.,334-03-88,19
3236,45,42809477,1027739051383,3236,044552162,6/1/2010,"ООО КБ ""СОЮЗНЫЙ""","127055,  г. Москва, Тихвинский переулок, д.11, стр. 2",Председатель Правления,Островский А.Э.,Главный бухгалтер,Бородина А.В.,Начальник отдела,Коломиец Н.В.,234-43-83,19
3238,45,40123876,1027739470252,3238,044579212,6/1/2010,"КБ ""Трансинвестбанк"" (ООО)","107078,  г. Москва, ул. Садовая-Спасская, д. 18, стр. 1",Председатель Правления,Бородачев П.С.,Главный бухгалтер,Чуватов А.Ю.,Начальник отдела сводной отчетности,Чаплыгина И.Г.,797-89-36,19
3242,45,29321771,1027739043342,3242-К,044585670,6/1/2010,"ООО ""МКС""","119002, г.Москва, Плотников пер., дом 19/38, стр. 2",Зам. Председателя Правления,Шаренда В.Л.,Главный бухгалтер,Кузнецова С.Н.,Начальник Отдела отчетности,Бадмаева С.А.,777 33 26,19
3256,45,40133354,1037739634206,3256,044579304,6/1/2010,"ООО КБ ""МИЛБАНК""","127055,  г. Москва, ул. Новослободская, д. 20",Заместитель Председателя Правления,Федорова Галина Владимировна,Главный бухгалтер,Туршина Наталья Викторовна,Начальник экономического отдела,Маятникова Л.Н.,786-45-09,21
3267,45,40356362,1027739199124,3267,044579797,6/1/2010,"ОАО КБ ""МАСТ-Банк""","107014, г. Москва, ул. Бабаевская, д. 6",Председатель Правления,Пирогов Ю.А.,И.о. Главного бухгалтера,Парамонова Е.Г.,Начальник отдела,Шеина О.Г.,221-55-51,23
3270,45,42771875,1027739059710,3270,044552297,6/1/2010,"КБ ""ВЕГА-БАНК"" (ООО)","105118, г. Москва, проспект Буденного, д. 32 ""А""",Председатель Правления,Дунаев А.Н.,Главный бухгалтер,Пяткина М.Е.,Начальник отдела,Родченкова С.И.,918-24-70,31
3271,33,41442454,1024300000097,3271,043304757,6/1/2010,"ЗАО ""Первый Дортрансбанк""","610006, г.Киров, Октябрьский проспект, д. 24",Председатель Правления,Скобелкин В.Г.,Главный бухгалтер,Редкин В.Ю.,Экономист отдела АУР,Обухова Е.В.,23-65-29,28
3277,45,40371700,1027744002967,3277,044525442,6/1/2010,"ЗАО ""Республиканский банк""","107045, г. Москва, Даев переулок, д.20",Председатель Правления,Малеева А.А.,Главный бухгалтер,Романова М.А.,Начальник отдела,Глазова А.В.,626-4991 доб.5058,19
3279,45,43433198,1027800000480,3279,044552589,6/1/2010,"НБ ""ТРАСТ"" (ОАО)","105066, г. Москва, ул. Спартаковская, дом 5, стр. 1",Председатель Правления,Черкасова Н.Н.,Главный бухгалтер,Попов А.Ю.,Главный специалист,Васильева Ю.Н.,647-25-52,31
3287,45,42881635,1027739186914,3287,044525880,6/1/2010,"ОАО ""ВБРР""","129594,  г. Москва, Сущевский вал, дом 65, корп.1",Вице-Президент,Шаповалов Дмитрий Викторович,Главный бухгалтер,Садовая Марина Викторовна,Начальник Управления отчетности и учета рисков,Мичурин Валерий Андреевич,933-03-43,19
3291,45,42949184,1027739125303,3291,044525300,6/1/2010,"""ООО ПЧРБ""","119454, г. Москва, ул. Лобачевского, д. 27",Первый Заместитель Председателя Правления,М.Д.Полтавец,Главный бухгалтер,А.В.Грачев,Начальник Отдела Сводной Отчетности,Е.И.Трунова,727-29-76,31
3293,45,44999855,1027739671288,3293,044585674,6/1/2010,"""Русьуниверсалбанк"" (ООО)","105064, г. Москва, Малый Казенный пер., д.14, стр.1",Первый заместитель Председателя Правления,Ученик В.Б.,Главный бухгалтер,Братенкова Т.И.,Главный бухгалтер,Братенкова Т.И.,(495) 917-82-45,19
3295,45,44998074,1037739768604,3295,044552506,6/1/2010,"ООО КБ ""ФПК""","107553, г. Москва, Большая Черкизовская, д.24-а, стр.1",Председатель Правления,Гостинцева И.В.,Главный бухгалтер,Егорова В.А.,Главный специалист,Малькова И.А.,777-34-51,19
3296,45,42948629,1037739447350,3296,044579203,6/1/2010,"АКБ ""НАШ ДОМ"" (ЗАО)","127473,  г. Москва, улица Селезневская, дом 15 А, строение 1",Председатель правления,Грановский Л.Б.,Главный бухгалтер,Макарова И.Г.,Главный бухгалтер,Макарова И.Г.,8-499-9731414,19
3303,45,45069294,1027739278973,3303,044585218,6/1/2010,Азия-Инвест Банк (ЗАО),"115054, г. Москва, ул. Дубининская, д. 55, стр. 5",Зам.Председателя Правления,А.Н.Газина,Главный бухгалтер,Н.В.Сайгина,Начальник отдела,И.Е. Березовская,363-3702,19
3306,40,45549516,1027800000931,3306-К,044030505,6/1/2010,ЗАО ПРЦ,"191011, Санкт-Петербург, Садовая, 12/23",Генеральный директор,Желнова Е.Л.,Главный бухгалтер,Игнатьева В.Г.,Главный бухгалтер,Игнатьева В.Г.,324-38-47,19
3315,90,44627438,1021500000202,3315,049033764,6/1/2010,"АКБ ""БРР"" (ОАО)","362019, Республика Северная Осетия-Алания, г.Владикавказ, ул. Шмулевича, 8а",Зам. Председателя Правления,Бурнацева С.Х,И.о.главного бухгалтера,Гутнов Т.Ф.,Начальник отдела экономического анализа,Сабеева И.М.,542414,19
3316,45,47359576,1027739023180,3316,044579851,6/1/2010,"ЗАО ""ДжиИ Мани Банк""","115035, г. Москва, ул. Садовническая, д. 82, стр.2","Директор Департамента развития бизнеса, член правления",Мехтиев Э.О.,Главный бухгалтер,Ровкина Л.А.,Ведущий бухгалтер,Соколова Т.В.,258-04-00,31
3318,70,24644469,1027100000311,3318-Р,047003303,6/1/2010,"НКО РКЦ ""БИТ"" (ОАО)","300026, Тульская область, г.Тула, пр. Ленина, 102, кор.4",Директор,Толстикова М.Д.,Гл. бухгалтер,Лыскова О.В.,Гл. бухгалтер,Лыскова О. В.,351-352,19
3319,45,48311413,1025200000803,3319-Р,044552433,6/1/2010,"РНКО ""Базис-Центр"" ЗАО","119334, г. Москва, ул. Косыгина, д. 13",Директор,Богуславский Юрий Александрович,Главный бухгалтер,Гермашева Наталья Тихоновна,Начальник отдела расчетов,Маслюк Анастасия Анатольевна,(495)930-69-04,19
3323,45,47494727,1032580000012,3323-Р,044552100,6/1/2010,"НКО ЗАО ""МИГОМ""","115184, г. Москва, Средний Овчинниковский пер., 3",и.о. Директора,Чугунов Л.М.,Главный бухгалтер,Баранова О.Ю.,Начальник отдела отчетности,Виткасова Н.В.,745-59-66 (1558),31
3326,45,41721444,1026600000745,3326-Р,044552402,6/1/2010,ЗАО УРП,"109544, г. Москва, ул. Малая Андроньевская, 20/8, стр. 1 - 1а",Генеральный директор,Никулина Татьяна Евгеньевна,Главный бухгалтер,Симачева Ирина Иосифовна,Главный бухгалтер,Симачева Ирина Иосифовна,705-92-90 доб.5007,19
3328,45,18427242,1027739369041,3328,044525101,6/1/2010,"ООО ""Дойче Банк""","115035, г. Москва, ул. Садовническая, д. 82, стр. 2",Член Правления,Томлянович Степан Анатольевич,Заместитель главного бухгалтера,Апарина Виктория Вячеславовна,Заместитель главного бухгалтера,Апарина Виктория Вячеславовна,981 25 99,19
3330,45,18511570,1027739453390,3330,044525102,6/1/2010,"ЗАО ""Дексиа Банк""","123022,  г. Москва, ул. 2-я Звенигородская, д. 13, стр. 42",Президент,Ирсой А.М.,Главный  бухгалтер,Колосков Д.В.,Cпециалист,Зарубина Т.А.,725-10-20 (137),25
3335,45,18752611,1027700581699,3335-К,044583258,6/1/2010,"НКО ""Расчетная палата РТС"" (ООО)","127006,  г. Москва, ул. Краснопролетарская, д. 9, стр. 1",Председатель Правления,Ионова И.Б.,И.О.главного бухгалтера,Крайнова С.В.,заместитель главного бухгалтера,Зайцева И.В.,705-90-31,19
3339,03,51350428,1022300000580,3339,040349981,6/1/2010,"ЗАО ""ИБК""","350000, г. Краснодар, ул. Красная, д. 113",Зам. Генерального директора,Юдин А.М.,Главный бухгалтер,Соколова А.В.,Главный бухгалтер,Соколова А.В.,210-98-79,19
3341,47,48209382,1035100260579,3341-К,044705301,6/1/2010,"ООО НКО ""Мурманский расчетный центр""","183071, г. Мурманск, ул. Старостина, 21",Председатель Правления,Яковенко Э.В.,Главный бухгалтер,Смирнова С.Н.,зам. главного бухгалтера,Ямансарова Ж.Г.,277266,31
3342,45,18992812,1027739479987,3342-К,044583103,6/1/2010,"НКО ""ОРС"" (ОАО)","125445,  г. Москва, ул. Смольная, д. 22, строение 1",Председатель Правления,О.И. Тишаков,Главный бухгалтер,О.П. Очилдиева,Экономист отд. бух. учета,Л.Б.Комиссаров,457-73-33,19
3344,45,52597303,1027739051130,3344,044585185,6/1/2010,"КБ ""МИА"" (ОАО)","107045, г. Москва, Селив?рстов переулок, дом 4, стр. 1",Заместитель генерального директора,Фролов Н.Е.,Заместитель главного бухгалтера,Майзус А.Н.,Начальник отдела подготовки банковской отчетности,Корнева М.И.,380-30-47,19
3345,45,52698955,1027700338379,3345,044585153,6/1/2010,"ООО КБ ""Объединенный банк развития""","127238, г. Москва, 3-й Нижнелихоборский проезд, д. 1 А",Заместитель Председателя Правления,Бородич В.В.,И.о.главного бухгалтера,Сундукова Н.Л.,И.о.главного бухгалтера,Сундукова Н.Л.,730-7799,31
3346,37,51127417,1024500000898,3346-К,043735358,6/1/2010,"ОАО НКО ""Городской расчетный центр""","640008, г.Курган, ул. Автозаводская, 5",Председатель Правления,Л.М. Тараторкина,Главный бухгалтер,Н.А. Хлопина,Исполнитель,Н.А. Хлопина,656-651,19
3349,45,52750822,1027700342890,3349,044525111,6/1/2010,"ОАО ""Россельхозбанк""","119034, г. Москва, Гагаринский пер., д.3",Заместитель Председателя Правления,Смирнов С.А.,Главный бухгалтер,Никонов О.В.,Заместитель начальника отдела отчетности,Зацепина В.Н.,363-02-82,24
3350,45,52812115,1037739365487,3350,044583138,6/1/2010,"ООО КБ ""Расчетный Дом""","115093, г. Москва, 1-й Павловский переулок, д.3",Заместитель Председателя Правления,Лукьянова И.В.,Главный бухгалтер,Старостина И.К.,Заместитель Председателя Правления,Малюшкина А.А.,955-60-64,22
3354,45,55000731,1027739586291,3354,044599409,6/1/2010,"КБ ""Ренессанс Капитал"" (ООО)","115114, г. Москва, ул. Кожевническая, д. 14",Председатель Правления Банка,Левченко А.В.,Главный бухгалтер,Марьина Л.Б.,Начальник отдела бухгалтерской отчетности,Передельская О.В.,"783-46-00-доб,11401",23
3356,45,55001133,1077711000047,3356,044552743,6/1/2010,"АКБ ""МФТ-Банк"" (ОАО)","129515, г. Москва, ул. Кондратюка, д. 3",Председатель Правления,Морозов Александр Владимирович,Главный бухгалтер,Горякова Ирина Владимировна,Начальник Управления,Шурыгина Марина Витальевна,544-37-97(д.3135),19
3357,45,55001127,1027700493589,3357,044583898,6/1/2010,"ООО КБ ""Регионфинансбанк""","115172, г. Москва, ул. Гончарная, д. 38, стр. 2",Председатель Правления,Гумеров Р.Х.,Главный бухгалтер,Гореликова И.В.,Начальник отдела финансового анализа и рисков,Кузьмина Е.Е.,912-38-39,19
3360,03,55951900,1022300000029,3360,040349516,6/1/2010,"ОАО ""Крайинвестбанк""","350063, Краснодарский край, город Краснодар, улица  Мира,  дом 34",Генеральный директор,М.В.Шарапов,Главный бухгалтер,Л.Н.Коробкова,Ведущий специалист,В.А.Ветер,210-49-37,19
3364,45,56693305,1027739094613,3364,044583560,6/1/2010,"КБ ""КБР БАНК"" (ООО)","117556, г. Москва, ул. Фруктовая, д. 5 а",Председатель Правления,Плескановский Е.Ф.,Главный бухгалтер,Артанова Е.Н.,Начальник Отдела банковской отчетности,Руднева Е.Ю.,(495)363-44-37,19
3368,45,56657657,1097711000078,3368,044583503,6/1/2010,"ОАО ""СМП Банк""","115035, г. Москва, ул. Садовническая, д. 71, стр. 11",Зам. Председателя Правления,Поспелов Д.О.,Главный  бухгалтер,Маньшина Т.В.,Зам. главного бухгалтера,Андреева Т.М.,981-81-81,31
3370,45,56612117,1027739140220,3370,044585428,6/1/2010,"ООО КБ ""МК Банк""","109172, г. Москва, ул. Крутицкий Вал, д. 14",Председатель Правления,Жбанов М.В.,Главный бухгалтер,Милованова Е.В.,Начальник отдела аналитического учета,Бавро К.А.,748-54-24 доб.5229,19
3373,45,56657746,1037739295736,3373,044599993,6/1/2010,"""РЕГНУМ БАНК"" (ООО)","105064, г. Москва, ул. Казакова, д. 27",Председатель Правления,Заболотов Дмитрий Михайлович,Главный бухгалтер,Трусова Ирина Александровна,Заместитель главного бухгалтера,Алешина Оксана Борисовна,989-15-00 (доб.447),19
3378,45,17023028,1027700406733,3378,044599810,6/1/2010,"ООО КБ ""ПРАДО-БАНК""","119146, г. Москва, Комсомольский проспект. д.32",Зам. Председателя Правления,Е.Р. Полонина,Зам.  Главного бухгалтера,Е.Ю. Сойкина,Начальник Отдела отчетности,Е.С.Глядковская,2256050 (1224),19
3379,45,17024499,1027739553753,3379,044585435,6/1/2010,"КБ ""Максима"" (ООО)","105118, г. Москва, ул. Вольная, д.13",Председатель Правления,Белашов Георгий Владимирович,Главный бухгалтер,Ер?мина Марина Владимировна,Нач. отдела отчетности,Осорина Т.М.,8 (499)166-8515,24
3383,45,,1027739510908,3383-К,044579474,6/1/2010,"НКО ""Евроинвест"" (ООО)","107031, г. Москва, Петровский переулок, д. 5, стр. 8",Председатель Правления,Корсун Н.П.,Главный бухгалтер,Рыжакова Г.В.,Главный бухгалтер,Рыжакова Г.В.,(495) 621-31-13,19
3385,45,,1087711000090,3385,044525887,6/1/2010,"КБ ""КРК"" (ОАО)","123317, г. Москва, ул. Тестовская, дом 10, этаж 12",Председатель Правления,С.М.Бочкарев,Главный бухгалтер,Н.О.Куклина,Начальник  отдела,Данилова С.В.,231-23-00  доб. 1176,31
3386,45,,1037739608697,3386-К,044579980,6/1/2010,"ООО ""НРК""","121357, г. Москва, ул. Вересаева, д. 6",Президент,Косарева Елена Борисовна,Главный бухгалтер,Лобанова Наталья Юрьевна,Главный бухгалтер,Лобанова Наталья Юрьевна,440-63-24,19
3391,45,58411127,1027739064396,3391,044583546,6/1/2010,"ЗАО ""БДК""","123104, г.Москва, Малый Палашевский переулок, д. 5",Председатель Правления,Харитонов В.Ю.,Главный бухгалтер,Евтехова И.В.,Начальник отдела банковской отчетности,Юдина И.Е.,2234400,31
3393,45,52512494,1020700000310,3393,044552668,6/1/2010,"КБ ""РИАЛ-КРЕДИТ"" (ООО)","127055, г. Москва, ул. Палиха, д. 13/1, стр. 1",И.о. Председателя Правления,Смолина Е.Б.,Заместитель Главного бухгалтера,Хахалина Л.А.,Начальник отдела отчетности,Татарчук О.А.,921-31-13 д.125,19
3395,45,58222359,1027739877857,3395,044525502,6/1/2010,"""МБА-МОСКВА"" ООО","103009, г. Москва, ул. Тверская, д. 6, стр. 2",Первый Заместитель Председателя Правления,Старцева Л.С.,Главный бухгалтер,Онушкевич В.П.,Начальник отдела нормативной отчетности,Щеголева Н.Б.,937-7727,19
3396,45,,1027739669726,3396,044525184,6/1/2010,"ЗАО ""БМИ""","105062, г. Москва, ул. Машкова, д. 9, стр. 1",Генеральный директор,Карджоравари М.А.,Главный бухгалтер,Коняев Анатолий Иванович,Зам. главного бухгалтера,Воронкова Татьяна Юрьевна,625-14-19,19
3397,45,58459758,1027739066739,3397,044583711,6/1/2010,"КБ ""ССтБ"" (ООО)","119296, г. Москва, Ломоносовский проспект, д. 18",Председатель Правления,Кулешов Павел Евгеньевич,Главный бухгалтер,Лащенова Екатерина Евгеньевна,Начальник отдела отчетности,Кокарева Елена  Михайловна,777-49-50,19
3398,45,58412523,1027700051390,3398,044583521,6/1/2010,"ООО ""Спартак-Банк""","123001, г. Москва, Вспольный переулок, д. 5, стр.1",Председатель Правления,Холин Ю.И.,Главный бухгалтер,Сергеева Е.В.,Заместитель Главного бухгалтера,Меркушев А.А.,380-19-23,19
3399,45,,1037739033518,3399,044585455,6/1/2010,"КБ ""Природа"" (ООО)","115162, г. Москва, ул. Лестева, дом 18",Зам. Председателя Правления,Садовников Е.В.,Зам. Главного бухгалтера,Комарова Е.В.,Ведущий экономист аналитического отдела,Засимова Т.Ю.,954-10-54,19
3402,45,59056326,1027739481780,3402,044552726,6/1/2010,"КБ ""УНИВЕРСАЛТРАСТ"" (ООО)","119180, г. Москва, 4-й Голутвинский переулок, д.1/8, стр.1-2",Председатель Правления,Петров И.В.,Главный бухгалтер,Наседкин В.Г.,Главный бухгалтер,Наседкин В.Г.,9537960,19
3403,45,,1027739028855,3403,044585466,6/1/2010,"ЗАО КБ ""РУСНАРБАНК""","107140, г. Москва, ул. Верхняя Красносельская, дом 11 А, строение 1",Председатель Правления,В.В.Орленко,Главный бухгалтер,Л.В. Марамзина,Начальник отдела отчетности,М.Е. Маслова,662-50-35,19
3404,45,58528094,1027700427226,3404,044583571,6/1/2010,"ООО ""Трастовый Республиканский Банк""","115280, г. Москва, ул. Автозаводская, д. 5",И.О.ПРЕДСЕДАТЕЛЯ ПРАВЛЕНИЯ,ВОДОЛАЗСКАЯ О.В.,ГЛАВНЫЙ БУХГАЛТЕР,ГОЛОВАНОВА Н.Д.,Начальник отдела,Федорова К.П.,7480935,31
3408,45,58248093,1025000006459,3408,044552746,6/1/2010,"ЗАО ""ЗАТО-банк""","121069, г. Москва, ул. Поварская, д. 10, стр.1",Первый Зам. Председателя Правления,Ижевская М.Н.,Главный бухгалтер,Пронина Т. К.,Зам. Главного бухгалтера,Свиридова Г.В.,981-05-98,19
3411,45,59027595,1027700100340,3411,044579418,6/1/2010,"КБ ""Евросоюз"" (ООО)","115054, г. Москва, ул. Зацепа, д. 27",Председатель Правления,Медведев Андрей Альбертович,И.о. главного бухгалтера,Максутова Светлана Алексеевна,Заместитель главного бухгалтера,Лежнева Евгения Сергеевна,"221-73-53, доб. 410",19
3413,78,,1027600000251,3413,047897756,6/1/2010,"КБ ""РБА"" (ООО)","152151, Ярославская область, г.Ростов, ул.Пролетарская, 22.",Председатель Правления,Мошкин Д.В.,И.О.Главного бухгалтера,Корнеева Т.В.,Исполнитель,Колосова Е.И.,6-04-44,24
3415,45,59012984,1027739312589,3415,044552724,6/1/2010,"ООО ""Банк РСИ""","115184, г. Москва, ул. Малая Ордынка, д. 35, стр. 1, подъезд 2",Председатель Правления,Вартумян В.Г.,Главный бухгалтер,Каспарова А.Б.,Зам.главного бухгалтера,Мокина Л.А.,951-72-32,19
3417,45,59055502,1027700047715,3417,044585487,6/1/2010,"КБ ""Новый век"" (ООО)","115093, г. Москва, ул. Щипок, д. 4, стр. 1",Председатель Правления,Ларина Л.И.,Главный бухгалтер,Клементьева Л.М.,Заместитель Главного бухгалтера,Воробьева О.А.,223-00-63,19
